dim,scale,method,w,c,sum_c,grid_type,basis_type,method_type,n_samples,seed,f_name,ell_2_error,ell_infty_error,datetime,needed_time
10,2,Least_Squares,"[0.97903,0.42074,0.50195,0.90993,0.71726,0.58207,0.7978 ,0.86437,0.45689, 0.47511]","[0.30798,0.77121,0.55618,0.06639,0.68844,0.38337,0.05485,0.43855,0.3328 , 0.70024]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,3.5433802958292135,14.723178901079697,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.20399,0.82646,0.55769,0.05461,0.97185,0.51262,0.29088,0.46941,0.85786, 0.3049 ]","[0.2135 ,0.14302,0.33005,0.86435,0.52259,0.25207,0.18414,0.36869,1.0415 , 0.3801 ]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,3.054385066780029,17.972157777346144,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.98812,0.48523,0.17916,0.89114,0.46036,0.70967,0.98371,0.05018,0.09669, 0.72046]","[0.40867,0.26725,0.05708,0.03168,1.12308,0.19494,0.67824,0.87861,0.62115, 0.03931]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,4.79132157148351,21.9713192649941,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.7835 ,0.01051,0.76189,0.8933 ,0.43284,0.53554,0.47698,0.38921,0.88742, 0.89393]","[0.25062,0.45902,0.69174,0.71797,0.37983,0.33794,0.20799,0.7156 ,0.10658, 0.43272]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,2.3588405828050254,7.691339501180245,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.28255,0.27901,0.40497,0.99879,0.05497,0.57854,0.08257,0.15452,0.43956, 0.51046]","[0.23686,0.28963,0.0796 ,0.27752,0.88463,0.86464,0.30649,0.52247,0.8325 , 0.00566]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,2.232725068032139,6.405565991106076,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.81068,0.94837,0.09133,0.16145,0.96075,0.53754,0.0142 ,0.25763,0.44994, 0.69291]","[0.52617,0.71439,0.20634,0.38627,0.38275,0.29112,0.1214 ,0.7015 ,0.61241, 0.35764]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,4.025981240940384,12.811362822344824,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.60325,0.22726,0.54379,0.69497,0.51517,0.99029,0.61134,0.37097,0.77215, 0.17046]","[0.31857,0.28746,0.35775,0.64771,0.40114,0.65784,0.47762,0.28341,0.67107, 0.19742]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,2.9835994010172335,12.136002021643819,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.22438,0.5045 ,0.26085,0.00909,0.6483 ,0.51109,0.44552,0.96697,0.5712 , 0.86343]","[0.11847,0.48355,0.73736,0.49536,0.60997,0.31606,0.07854,0.38899,0.33512, 0.73658]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,3.5251532869245454,11.40314730410152,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.244  ,0.96673,0.95814,0.24763,0.34805,0.89556,0.96662,0.44344,0.321  , 0.52609]","[0.80675,0.32079,0.86388,0.06059,0.05782,0.45312,0.41462,0.37024,0.57597, 0.37622]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,2.7788535655879416,8.712510439900012,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.19226,0.30947,0.9749 ,0.41111,0.44471,0.57654,0.98334,0.2416 ,0.68128, 0.71598]","[0.55571,0.08105,0.61935,0.05865,0.54548,0.67673,0.19304,0.7701 ,0.02777, 0.77211]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,2.161087618408338,9.499085443734526,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.46033,0.21759,0.13378,0.95331,0.07267,0.19909,0.34782,0.62023,0.5448 , 0.12564]","[0.26154,0.21553,0.19277,0.37115,0.63554,0.1963 ,0.33101,0.35289,0.88147, 0.8618 ]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,2.656805423704319,8.89244794768968,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.80014,0.24166,0.06804,0.3169 ,0.26679,0.50593,0.77773,0.85832,0.84486, 0.35968]","[0.69131,0.31469,0.06127,0.70573,0.00989,0.41161,0.33133,0.69749,0.77079, 0.3059 ]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,3.4357715169927037,9.30511093462449,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.81163,0.29392,0.44633,0.72702,0.69292,0.98737,0.22516,0.66232,0.60968, 0.9151 ]","[0.12859,0.61827,0.46734,0.22588,0.39017,0.2745 ,0.47642,0.73111,0.46819, 0.51952]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,2.8619718762444033,11.040786213057972,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.51875,0.05117,0.23286,0.492  ,0.31024,0.18176,0.50413,0.32281,0.25811, 0.46399]","[0.09794,0.6817 ,0.63758,0.51995,0.07804,0.5701 ,0.59368,0.56414,0.08374, 0.47313]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,1.6953646036140573,4.757911292291947,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.83432,0.57735,0.64641,0.45836,0.52871,0.03438,0.63896,0.08145,0.43501, 0.29266]","[0.52689,0.12888,0.66814,0.768  ,0.1578 ,0.10077,0.14057,0.84732,0.51024, 0.45138]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,3.7338797012865785,12.695466584771111,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.10671,0.64956,0.868  ,0.82819,0.62605,0.07528,0.1124 ,0.04931,0.25748, 0.13566]","[0.20307,0.30069,0.73638,0.47665,0.65204,0.55472,0.08785,0.57469,0.21483, 0.49908]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,3.6658665990310193,13.318262209266063,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.34096,0.99767,0.26355,0.27913,0.93067,0.02464,0.69669,0.72533,0.83638, 0.97444]","[0.66925,0.04478,0.56377,0.44336,0.44407,0.08805,0.44602,0.67397,0.6255 , 0.30124]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,2.4868402673919507,8.025054315844503,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.03995,0.36229,0.82639,0.7015 ,0.45934,0.0551 ,0.42689,0.46902,0.92856, 0.64109]","[0.26129,0.44042,0.05538,0.81539,0.30187,0.40064,0.29787,0.57221,0.55521, 0.59972]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,1.9874811627455637,8.044587230391887,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.26814,0.31567,0.12525,0.65551,0.0398 ,0.59768,0.8697 ,0.89083,0.44904, 0.4593 ]","[0.06704,0.5842 ,0.71527,0.21308,0.36693,0.73058,0.76393,0.2118 ,0.47952, 0.16765]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,2.637831037421229,7.842866787227835,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.10188,0.91112,0.82051,0.76003,0.04877,0.84373,0.43804,0.3424 ,0.54648, 0.09135]","[0.94312,0.72597,0.23257,0.23462,0.22966,0.07105,0.73266,1.04745,0.02181, 0.06108]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,2.305138520944009,8.247074222098595,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.57277,0.8195 ,0.32674,0.34961,0.59635,0.27421,0.02661,0.73523,0.62565, 0.58076]","[0.59533,0.54199,0.16526,0.28293,0.10122,0.10423,0.54276,0.68917,0.77276, 0.50436]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,4.034284846421989,14.18085252442314,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.1841 ,0.10565,0.81285,0.57876,0.61829,0.78146,0.70328,0.83446,0.05621, 0.74752]","[0.77557,0.26082,0.58378,0.28636,0.87321,0.03047,0.52849,0.15177,0.6492 , 0.16033]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,1.5696515629219,4.604145735355723,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.23538,0.49437,0.91483,0.21171,0.14424,0.75898,0.50062,0.91179,0.14661, 0.64593]","[0.20601,0.13867,0.60458,0.52519,0.66774,0.27376,0.39629,0.35869,0.87055, 0.25853]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,3.486702527286314,11.761714000900815,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.29482,0.35455,0.56459,0.25232,0.91529,0.26569,0.89582,0.10348,0.65656, 0.90699]","[0.17102,0.98133,0.45897,0.95842,0.68591,0.30564,0.19083,0.30782,0.09427, 0.1458 ]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,2.174373457441991,7.091345417065121,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.10466,0.42294,0.79558,0.14138,0.13032,0.64343,0.19718,0.09761,0.16685, 0.92373]","[0.6902 ,0.29748,0.55102,0.45142,0.56892,0.57358,0.52826,0.22358,0.03277, 0.38277]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,2.096070588848963,7.835790692957274,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.89097,0.5695 ,0.83239,0.99162,0.16362,0.69178,0.67429,0.97996,0.9856 , 0.68668]","[0.20818,0.68241,0.09146,0.66715,0.77782,0.32715,0.53891,0.36758,0.3741 , 0.26523]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,3.6577559614261665,12.427863352772782,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.76213,0.93618,0.94075,0.17478,0.87474,0.73743,0.25284,0.06728,0.268  , 0.91221]","[0.59641,0.67918,0.24222,0.67761,0.02649,0.35353,0.59036,0.13761,0.77521, 0.22138]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,4.3899292711812885,15.27491707216441,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.65228,0.4052 ,0.59604,0.10745,0.01691,0.90956,0.26963,0.81968,0.99935, 0.21143]","[0.17961,0.44897,0.65392,0.6203 ,0.34061,0.53854,0.09194,0.66204,0.65318, 0.1109 ]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,4.182098199600837,11.928735376754956,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.29942,0.10015,0.27172,0.81596,0.37832,0.0884 ,0.34223,0.98138,0.62968, 0.41616]","[0.15884,0.94059,0.78291,0.26847,0.06683,0.05401,0.11481,0.55392,0.88583, 0.47378]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,2.013661462551021,7.5255445152318226,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.84295,0.44589,0.70858,0.73187,0.17396,0.36122,0.6373 ,0.0707 ,0.36154, 0.5348 ]","[0.6449 ,0.30719,0.52827,0.2797 ,0.51554,0.38544,0.57393,0.26602,0.39119, 0.40784]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,3.625217444477283,12.161402533901013,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.41738,0.14431,0.09356,0.01667,0.87353,0.23647,0.21151,0.73604,0.32002, 0.50604]","[0.14663,0.86594,0.76834,0.77936,0.36701,0.68784,0.12981,0.00778,0.01802, 0.52926]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,2.5053640423088184,8.234639650690406,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.45539,0.51802,0.00746,0.42269,0.71807,0.44269,0.73222,0.23302,0.81314, 0.58843]","[0.1794 ,0.2015 ,0.53458,0.70645,0.35379,0.21987,0.73801,0.56969,0.38141, 0.4153 ]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,3.6331661514935836,10.135695845711865,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.20426,0.6268 ,0.35874,0.99565,0.48018,0.48589,0.56585,0.91676,0.80082, 0.45113]","[0.56862,0.46382,0.38955,0.15216,0.36706,0.19449,0.7238 ,0.26537,0.75341, 0.42174]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,2.208915064371608,9.604835770493404,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.63154,0.54294,0.12938,0.37582,0.09915,0.62295,0.44687,0.77798,0.22047, 0.16457]","[0.31279,0.71328,0.54688,0.32248,0.39819,0.06483,0.75792,0.51299,0.2197 , 0.45095]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,3.5235150885781716,10.132080969665326,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.10948,0.96584,0.17478,0.64803,0.24545,0.71756,0.77682,0.67342,0.6145 , 0.89247]","[0.08079,0.34001,0.25511,1.01518,0.4001 ,0.75276,0.70355,0.21791,0.24557, 0.28902]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,3.762472890098409,12.621264744738934,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.41113,0.23433,0.01965,0.87939,0.96561,0.34157,0.33851,0.00709,0.68025, 0.82544]","[0.13591,0.14802,0.73245,0.57133,0.04159,0.57713,0.28638,0.34183,0.71358, 0.75178]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,3.4920834241241128,12.931076801653692,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.40036,0.94715,0.40646,0.77184,0.48388,0.89753,0.90776,0.08742,0.93649, 0.82553]","[0.6541 ,0.16607,0.66551,0.70272,0.23901,0.78714,0.04121,0.12392,0.44436, 0.47595]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,3.2519507797685954,9.78637920890088,2025-06-29 14:48:52.412039,0.064
10,2,Least_Squares,"[0.64515,0.01697,0.96037,0.04459,0.14306,0.01401,0.56686,0.93227,0.66595, 0.82266]","[0.01368,0.55844,0.47349,0.51409,0.0744 ,0.70518,0.51847,0.78834,0.5    , 0.15391]",4.3,CHEBYSHEV,CHEBYSHEV,SCIPY_LSTSQ_GELSY,442,42,BNR_DISCONTINUOUS,2.7639749518066044,10.145857072903427,2025-06-29 14:48:52.412039,0.064
10,3,Smolyak,"[0.37454,0.95071,0.73199,0.59866,0.15602,0.15599,0.05808,0.86618,0.60112, 0.70807]","[0.04687,2.20842,1.89542,0.48348,0.414  ,0.4176 ,0.69274,1.19484,0.98351, 0.66311]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.05113849516005296,0.5884941545051767,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.61185,0.13949,0.29214,0.36636,0.45607,0.78518,0.19967,0.51423,0.59241, 0.04645]","[1.07367,0.30136,0.11496,1.6769 ,1.7065 ,1.42863,0.53832,0.17261,1.2092 , 0.77785]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.06005579776121221,1.5206867758562121,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.12204,0.49518,0.03439,0.90932,0.25878,0.66252,0.31171,0.52007,0.54671, 0.18485]","[1.5166 ,1.21244,1.46954,1.39966,0.93522,1.44197,0.13842,0.30655,0.07074, 0.50887]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.05142056457277077,0.7943656744088248,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.38868,0.27135,0.82874,0.35675,0.28093,0.5427 ,0.14092,0.8022 ,0.07455, 0.98689]","[1.52837,0.39328,0.01093,1.6139 ,1.39896,1.4428 ,1.52644,0.14654,0.70945, 0.22932]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.06352680102126712,0.9143322431749297,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.8631 ,0.6233 ,0.3309 ,0.06356,0.31098,0.32518,0.72961,0.63756,0.88721, 0.47221]","[0.23902,1.42546,1.52047,1.12174,1.54082,0.98688,1.04471,0.85447,0.0508 , 0.21563]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.06175666779086182,0.4758321082154996,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.03143,0.63641,0.31436,0.50857,0.90757,0.24929,0.41038,0.75555,0.2288 , 0.07698]","[0.4264 ,0.23725,1.36814,1.18923,0.93212,1.28244,1.18268,0.27456,1.31349, 0.7937 ]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.03997685820430719,0.9945387280355878,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.80744,0.89609,0.318  ,0.11005,0.22794,0.42711,0.81801,0.86073,0.00695, 0.51075]","[0.7635 ,0.40627,0.21925,0.61755,1.72472,0.59118,0.94894,1.28592,0.66513, 1.77753]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.05692982881170756,0.4972054528598676,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.96245,0.25178,0.49725,0.30088,0.28484,0.03689,0.60956,0.50268,0.05148, 0.27865]","[1.51112,0.39857,0.24107,0.81432,1.63987,0.40272,1.11826,1.26714,0.39537, 1.21156]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.04361250756284484,0.7036372366475127,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.36778,0.63231,0.63353,0.53577,0.09029,0.8353 ,0.32078,0.18652,0.04078, 0.59089]","[1.3846 ,0.0339 ,1.04646,0.46284,1.31841,0.35632,1.41193,0.79029,1.91421, 0.28102]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.05282811249533428,0.4681759841677413,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.34107,0.11347,0.92469,0.87734,0.25794,0.65998,0.81722,0.5552 ,0.52965, 0.24185]","[0.12887,1.2419 ,1.24633,0.87632,0.46927,0.48336,1.00484,1.24175,1.22788, 1.07948]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.05491675989192752,0.4496521685924587,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.64203,0.08414,0.16163,0.89855,0.60643,0.0092 ,0.10147,0.6635 ,0.00506, 0.16081]","[0.8761 ,1.10467,1.04091,0.35806,1.13705,0.37879,0.51953,1.19184,1.03719, 1.35586]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.047800905708864326,0.9194886077141786,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.65761,0.56831,0.09367,0.36772,0.2652 ,0.24399,0.97301,0.3931 ,0.89205, 0.63114]","[1.62124,1.02527,1.17676,1.00463,0.39825,1.47364,0.57271,0.0496 ,1.31662, 0.36127]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.051909804720205226,0.7782194635137374,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.94046,0.95393,0.91486,0.37016,0.01546,0.92832,0.42818,0.96665,0.96362, 0.85301]","[0.54379,0.71119,1.57187,0.58529,0.31302,1.02829,1.72888,1.28542,1.05278, 0.17946]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.03930646120812496,0.42538786077796964,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.61501,0.99005,0.14008,0.51833,0.87737,0.74077,0.69702,0.70248,0.35949, 0.29359]","[0.98989,0.99081,1.06047,1.11694,0.6254 ,0.61338,0.97635,0.79494,0.85854, 0.97329]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.04692187316847925,1.1200157426546438,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.89001,0.338  ,0.37558,0.09398,0.57828,0.03594,0.4656 ,0.54264,0.28654, 0.59083]","[0.07638,0.09353,2.05994,0.90198,0.31818,1.30779,1.9282 ,0.54045,1.55983, 0.21373]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.06221683918466332,0.4946817435361126,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.05168,0.53135,0.54064,0.63743,0.72609,0.97585,0.5163 ,0.32296,0.79519, 0.27083]","[0.98123,0.17537,0.05667,2.15181,1.86866,1.55571,0.91413,0.38736,0.34968, 0.55937]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.05011535890015303,1.2502940878320898,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.54923,0.7146 ,0.6602 ,0.27993,0.95487,0.7379 ,0.55435,0.61172,0.4196 , 0.24773]","[0.92537,1.97006,0.03742,0.30174,0.11959,0.10588,2.22381,1.82919,1.23264, 0.25432]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.054241652419119754,0.9129449316447904,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.49162,0.47347,0.1732 ,0.43385,0.3985 ,0.61585,0.63509,0.0453 ,0.37461, 0.62586]","[0.90164,1.53486,1.1804 ,0.29198,0.12646,1.15124,0.04751,1.04973,1.68492, 1.03127]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.04197003241217925,0.5574912450734003,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.38817,0.64329,0.45825,0.54562,0.94146,0.3861 ,0.96119,0.90535,0.19579, 0.06936]","[0.27898,0.05044,0.26145,1.89077,0.19707,0.88302,2.33887,0.06442,2.2547 , 0.78026]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.059567824204965474,0.483399261580852,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.11816,0.69674,0.62894,0.87747,0.73507,0.80348,0.28203,0.17744,0.75061, 0.80683]","[1.34744,0.56131,0.50608,1.05619,0.46361,1.26616,1.16774,0.58358,1.02145, 1.02644]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.054519786592260096,1.0781675050095028,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.10312,0.90255,0.50525,0.82646,0.32005,0.89552,0.3892 ,0.01084,0.90538, 0.09129]","[0.4854 ,1.44424,1.44506,0.87171,0.96049,0.6817 ,0.44572,0.49962,1.02233, 1.14372]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.04723187326675466,0.9681281201843512,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.79158,0.78962,0.09121,0.49442,0.05756,0.54953,0.44153,0.8877 ,0.35092, 0.11707]","[0.31456,1.67523,1.36001,0.22246,0.18502,1.54205,0.16007,1.80799,1.55365, 0.17896]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.07353396790084794,0.48909145054179837,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.08484,0.98664,0.37427,0.37064,0.8128 ,0.94725,0.986  ,0.75338,0.37626, 0.0835 ]","[1.78195,1.28039,0.97272,2.07822,0.25497,1.12956,0.02603,1.07461,0.1291 , 0.27244]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.04949093157324878,0.9519923980109393,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.11753,0.64921,0.74604,0.58337,0.96217,0.37487,0.28571,0.8686 ,0.2236 , 0.96322]","[0.01968,1.57078,0.0699 ,1.44326,0.85465,1.60817,0.11952,0.897  ,1.56985, 0.84719]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.0816649029284771,2.0124025847390845,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.6294 ,0.69575,0.45454,0.62756,0.58431,0.90116,0.04545,0.28096,0.95041, 0.89026]","[0.82342,1.12065,0.50126,0.33995,0.83795,0.63854,1.05473,0.14047,1.76083, 1.78219]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.04944931475819984,0.7275895293834678,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.69816,0.5361 ,0.30953,0.8138 ,0.68473,0.16262,0.91093,0.82254,0.9498 , 0.72572]","[1.05625,0.72018,1.60608,1.49129,0.07786,0.0454 ,0.64824,1.3957 ,1.7    , 0.259  ]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.0640204616143102,0.7794999794716316,2025-06-29 14:48:53.008005,0.139
10,3,Smolyak,"[0.59413,0.38089,0.96991,0.84212,0.83833,0.46869,0.41482,0.27341,0.05638, 0.86472]","[1.08304,1.33194,1.32784,0.74001,1.02454,1.25873,1.132  ,0.32955,0.60027, 0.17208]",9.0,SPARSE,CHEBYSHEV,TASMANIAN,1581,42,BNR_OSCILLATORY,0.03804767381325455,0.5709900500787726,2025-06-29 14:48:53.008005,0.139
